Product,Type,Date,Process_Size,TDP,Die_Size,Transistor,Freq,Foundry,Vendor,FP16,FP32,FP64
Intel Core i7-10700KF,CPU,4/30/2020,14,125,188.4404446,1929.922279,3800,Intel,Intel,,,
AMD Athlon 64 LE-1640B,CPU,4/28/2008,65,45,77,122,2700,Unknown,AMD,,,
AMD Opteron 248,CPU,5/18/2004,130,89,193,106,2200,Unknown,AMD,,,
Intel Pentium B950,CPU,6/19/2011,32,35,131,504,2100,Intel,Intel,,,
AMD Athlon II X4 615e,CPU,9/21/2010,45,45,169,300,2500,Unknown,AMD,,,
Intel Mobile Pentium 4 HT 2.80,CPU,9/23/2003,130,68,131,55,2800,Intel,Intel,,,
Intel Core i7-640M,CPU,09/01/2010,32,35,81,384,2800,Intel,Intel,,,
Intel Xeon X5677,CPU,3/16/2010,32,130,239,1170,3466,Intel,Intel,,,
Intel Core i3-4370,CPU,07/01/2014,22,54,177,1400,3800,Intel,Intel,,,
Intel Core i3-7360X,CPU,10/03/2017,14,112,188.4404446,1929.922279,4300,Intel,Intel,,,
AMD Athlon XP 2200+,CPU,01/01/2001,130,63,80,37,1800,Unknown,AMD,,,
AMD A6-9500,CPU,7/27/2017,28,65,246,1178,3500,Unknown,AMD,,,
AMD Athlon 64 FX-53,CPU,3/18/2004,130,89,193,105,2400,Unknown,AMD,,,
AMD Ryzen 7 PRO 4750GE,CPU,7/21/2020,7,35,188.4404446,1929.922279,3100,TSMC,AMD,,,
Intel Core i5-3317U,CPU,06/01/2012,22,17,118,1929.922279,1700,Intel,Intel,,,
Intel Core i5-4590S,CPU,05/01/2014,22,65,177,1400,2900,Intel,Intel,,,
Intel Core i3-9100,CPU,09/01/2018,14,65,188.4404446,1929.922279,3700,Intel,Intel,,,
AMD Athlon 64 3800+,CPU,06/01/2004,130,89,193,106,2400,Unknown,AMD,,,
AMD Opteron 6272,CPU,11/14/2011,32,115,316,2400,2100,Unknown,AMD,,,
Intel Core i7-5930K,CPU,09/01/2014,22,140,356,2600,3500,Intel,Intel,,,
AMD Turion 64 ML-28,CPU,6/22/2005,90,32,125,114,1600,Unknown,AMD,,,
Intel Core i3-4000M,CPU,09/04/2013,22,37,118,1400,2400,Intel,Intel,,,
Intel Core i7-10850H,CPU,04/02/2020,14,45,188.4404446,1929.922279,2700,Intel,Intel,,,
Intel Core i5-1030G4,CPU,08/01/2019,10,12,188.4404446,1929.922279,700,Intel,Intel,,,
Intel Pentium 4-M 2.60,CPU,06/11/2003,130,35,131,55,2600,Intel,Intel,,,
Intel Celeron 430,CPU,06/03/2007,65,35,77,105,1800,Intel,Intel,,,
Intel Xeon Platinum 8360Y,CPU,04/06/2021,10,250,188.4404446,1929.922279,2400,Intel,Intel,,,
Intel Core i5-3570S,CPU,06/01/2012,22,65,133,1929.922279,3100,Intel,Intel,,,
AMD Opteron 240,CPU,08/05/2003,130,82,193,106,1400,Unknown,AMD,,,
Intel Core i7-2760QM,CPU,09/04/2011,32,45,216,1160,2400,Intel,Intel,,,
Intel Xeon MP 3.16,CPU,3/29/2005,90,135,188.4404446,1929.922279,3167,Intel,Intel,,,
Intel Pentium Dual-Core E2200,CPU,12/02/2007,65,65,77,105,2200,Intel,Intel,,,
Intel Atom E625C,CPU,11/22/2010,45,3,26,47,600,Intel,Intel,,,
Intel Celeron G1610T,CPU,12/03/2012,22,35,94,1929.922279,2300,Intel,Intel,,,
Intel Core i5-4330M,CPU,09/01/2013,22,37,118,1400,2800,Intel,Intel,,,
Intel Core i5-7300HQ,CPU,01/03/2017,14,45,188.4404446,1929.922279,2500,Intel,Intel,,,
Intel Celeron G1610,CPU,12/03/2012,22,55,94,1929.922279,2600,Intel,Intel,,,
Intel Mobile Pentium 4 HT 3.06,CPU,9/23/2003,130,70,131,55,3067,Intel,Intel,,,
AMD A6-5357M,CPU,06/01/2013,32,35,246,1178,2900,Unknown,AMD,,,
Intel Xeon L5518,CPU,3/30/2009,45,60,263,731,2133,Intel,Intel,,,
Intel Xeon E5645,CPU,3/16/2010,32,80,239,1170,2400,Intel,Intel,,,
AMD A6-9500E,CPU,7/27/2017,28,35,246,1178,3000,Unknown,AMD,,,
Intel Core Duo ULV L2400,CPU,09/03/2006,65,9,90,151,1066,Intel,Intel,,,
Intel Core Duo T2500,CPU,01/05/2006,65,31,90,151,1992,Intel,Intel,,,
Intel Xeon E7-8890 v3,CPU,06/01/2015,22,165,160,1400,2500,Intel,Intel,,,
AMD Athlon X2 QL-67,CPU,12/01/2008,65,35,188.4404446,1929.922279,2200,Unknown,AMD,,,
Intel Pentium 4 2.60,CPU,8/25/2002,130,92,146,55,2600,Intel,Intel,,,
Intel Xeon E3-1285 v6,CPU,08/01/2017,14,79,160,1400,4100,Intel,Intel,,,
AMD Sempron 2400+,CPU,01/01/2001,130,62,101,63,1667,Unknown,AMD,,,
AMD Ryzen 7 1700,CPU,03/02/2017,14,65,192,4800,3000,GF,AMD,,,
AMD Athlon 64 3000+,CPU,4/27/2004,130,32,144,69,1800,Unknown,AMD,,,
Intel Core i7-3960X,CPU,11/14/2011,32,130,435,2270,3300,Intel,Intel,,,
AMD Phenom II X6 1045T,CPU,09/01/2010,45,95,346,904,2700,Unknown,AMD,,,
AMD A8-4500M,CPU,5/15/2012,32,35,246,1178,1900,Unknown,AMD,,,
Intel Xeon E5-2660 v2,CPU,09/01/2013,22,95,160,1400,2200,Intel,Intel,,,
Intel Pentium 4 HT 3.00,CPU,4/14/2003,130,82,131,55,3000,Intel,Intel,,,
AMD Athlon 64 FX-60,CPU,01/09/2006,90,110,199,233,2600,Unknown,AMD,,,
Intel Core i5-11400T,CPU,3/16/2021,14,35,188.4404446,1929.922279,1300,Intel,Intel,,,
AMD Athlon XP 3100+,CPU,12/01/2003,130,68,188.4404446,63,2200,Unknown,AMD,,,
AMD Sempron 3600+,CPU,5/17/2006,90,62,188.4404446,69,2200,Unknown,AMD,,,
Intel Core i5-10500,CPU,4/30/2020,14,65,188.4404446,1929.922279,3100,Intel,Intel,,,
AMD Ryzen 3 PRO 1200,CPU,6/29/2017,14,65,192,4800,3100,GF,AMD,,,
Intel Xeon Gold 6326,CPU,04/06/2021,10,185,188.4404446,1929.922279,2900,Intel,Intel,,,
AMD EPYC Embedded 3251,CPU,2/21/2018,14,50,213,4800,2500,GF,AMD,,,
Intel Xeon 3.6,CPU,6/28/2004,90,135,135,155,3600,Intel,Intel,,,
Intel Atom Z2760,CPU,9/27/2012,32,3,65,140,1800,Intel,Intel,,,
AMD Sempron 3400+,CPU,5/17/2006,90,25,188.4404446,69,2000,Unknown,AMD,,,
Intel Pentium G3258,CPU,06/02/2014,22,54,177,1400,3200,Intel,Intel,,,
AMD Opteron 856,CPU,04/01/2006,90,92,188.4404446,106,3000,Unknown,AMD,,,
AMD A10-5745M,CPU,06/01/2013,32,25,246,1178,2100,Unknown,AMD,,,
Intel Core i5-560M,CPU,9/26/2010,32,35,81,382,2667,Intel,Intel,,,
Intel Pentium 4-M 2.20,CPU,9/16/2002,130,35,131,55,2200,Intel,Intel,,,
Intel Core i5-430M,CPU,01/07/2010,32,35,81,382,2267,Intel,Intel,,,
AMD Ryzen Threadripper 2920X,CPU,10/03/2018,12,180,213,19200,3500,GF,AMD,,,
Intel Core i5-8650K,CPU,09/01/2018,14,95,188.4404446,1929.922279,3700,Intel,Intel,,,
Intel Pentium 4 HT 540,CPU,6/21/2004,90,84,109,125,3200,Intel,Intel,,,
Intel Core i7-8565U,CPU,10/01/2018,14,28,123,1929.922279,1800,Intel,Intel,,,
Intel Atom CE4100,CPU,9/24/2009,45,7,26,47,1200,Intel,Intel,,,
Intel Core i9-7940X,CPU,09/01/2017,14,165,188.4404446,1929.922279,3100,Intel,Intel,,,
Intel Pentium Gold G6600,CPU,4/30/2020,14,58,188.4404446,1929.922279,4200,Intel,Intel,,,
Intel Core i9-9900KS,CPU,10/28/2019,14,127,180,1929.922279,4000,Intel,Intel,,,
Intel Atom Z3770,CPU,9/27/2013,22,8,188.4404446,1929.922279,1467,Intel,Intel,,,
AMD Opteron X2 865 HE,CPU,08/01/2005,90,55,188.4404446,233,1800,Unknown,AMD,,,
Intel Core i7-980,CPU,6/26/2011,32,130,239,1170,3333,Intel,Intel,,,
Intel Xeon Gold 6154,CPU,07/11/2017,14,200,188.4404446,8000,3000,Intel,Intel,,,
AMD Ryzen 3 2300X,CPU,08/01/2018,14,65,210,4950,3500,GF,AMD,,,
Intel Pentium G3250,CPU,7/21/2014,22,54,177,1400,3200,Intel,Intel,,,
Intel Atom Z500,CPU,04/02/2008,45,1,26,47,800,Intel,Intel,,,
Intel Celeron E3300,CPU,8/30/2009,45,65,82,228,2500,Intel,Intel,,,
AMD Athlon 64 X2 4800+,CPU,5/23/2006,90,89,220,154,2400,Unknown,AMD,,,
AMD Athlon 64 3200+,CPU,5/31/2005,90,67,156,154,2000,Unknown,AMD,,,
AMD A10-7890K,CPU,01/11/2016,28,95,246,1178,4000,Unknown,AMD,,,
AMD A10-5757M,CPU,06/01/2013,32,35,246,1178,2500,Unknown,AMD,,,
AMD Sempron X2 2100,CPU,03/01/2008,65,65,118,221,1800,Unknown,AMD,,,
Intel Xeon MP 3.00,CPU,3/29/2005,90,135,188.4404446,1929.922279,3000,Intel,Intel,,,
Intel Core i7-9850HL,CPU,NaT,14,25,149,1929.922279,1900,Intel,Intel,,,
Intel Core i7-860S,CPU,01/07/2010,45,82,296,774,2533,Intel,Intel,,,
Intel Pentium 4 HT 3.40,CPU,02/02/2004,130,89,131,55,3400,Intel,Intel,,,
Intel Celeron 2.60,CPU,6/25/2003,130,73,146,55,2600,Intel,Intel,,,
AMD Athlon 64 3500+,CPU,5/23/2006,90,62,183,154,2200,Unknown,AMD,,,
Intel Pentium 4 HT 630,CPU,2/20/2005,90,84,109,169,3000,Intel,Intel,,,
Intel Celeron 445,CPU,05/01/2008,65,65,76,105,1866,Intel,Intel,,,
AMD Turion X2 RM-70,CPU,06/01/2006,65,31,188.4404446,1929.922279,2000,Unknown,AMD,,,
AMD Opteron 146 HE,CPU,2/14/2004,130,55,193,106,2000,Unknown,AMD,,,
Intel Core i3-4160,CPU,7/21/2014,22,54,177,1400,3600,Intel,Intel,,,
Intel Core i7-4790,CPU,05/01/2014,22,84,177,1400,3600,Intel,Intel,,,
Intel Core i5-3330,CPU,09/03/2012,22,77,133,1929.922279,3000,Intel,Intel,,,
AMD Sempron 2500+,CPU,01/01/2001,130,62,101,63,1750,Unknown,AMD,,,
Intel Core i7-7700,CPU,01/03/2017,14,65,188.4404446,1929.922279,3600,Intel,Intel,,,
Intel Core Duo T2700,CPU,6/28/2006,65,31,90,151,2333,Intel,Intel,,,
Intel Core Solo ULV U1400,CPU,4/19/2006,65,5,90,151,1200,Intel,Intel,,,
AMD Athlon 64 3500+,CPU,06/01/2004,130,89,144,69,2200,Unknown,AMD,,,
AMD Ryzen 5 2400G,CPU,02/12/2018,14,65,210,4950,3600,GF,AMD,,,
AMD Ryzen 3 3250U,CPU,01/06/2020,12,15,210,4940,2600,GF,AMD,,,
AMD Athlon II X2 260u,CPU,10/20/2009,45,25,117,410,1800,Unknown,AMD,,,
Intel Xeon Phi 7230F,CPU,6/20/2016,14,230,188.4404446,8000,1300,Intel,Intel,,,
Intel Xeon 2.8,CPU,09/11/2002,130,89,217,55,2790,Intel,Intel,,,
Intel Pentium 4 HT 3.2E,CPU,02/01/2004,90,115,109,125,3200,Intel,Intel,,,
AMD Athlon XP 2400+,CPU,8/21/2002,130,65,80,37,2000,Unknown,AMD,,,
Intel Core 2 Duo E6320,CPU,04/01/2007,65,65,143,291,1860,Intel,Intel,,,
AMD Phenom II X2 550 BE,CPU,06/01/2009,45,80,258,758,3100,Unknown,AMD,,,
Intel Celeron G1850,CPU,05/01/2014,22,54,177,1400,2900,Intel,Intel,,,
Intel Pentium G622,CPU,5/22/2011,32,65,131,504,2600,Intel,Intel,,,
Intel Core i3-9000,CPU,09/01/2018,14,65,188.4404446,1929.922279,3700,Intel,Intel,,,
AMD Athlon 64 FX-70,CPU,11/30/2006,90,125,235,227,2600,Unknown,AMD,,,
Intel Atom 230,CPU,06/03/2008,45,4,96,47,1600,Intel,Intel,,,
AMD Ryzen 5 3600,CPU,07/07/2019,7,65,74,3800,3600,TSMC,AMD,,,
Intel Pentium 4 HT 2.60,CPU,5/21/2003,130,69,131,55,2600,Intel,Intel,,,
AMD Ryzen 5 3580U,CPU,10/22/2019,12,15,210,4940,2100,GF,AMD,,,
Intel Core i5-11500,CPU,3/16/2021,14,65,188.4404446,1929.922279,2700,Intel,Intel,,,
Intel Core i7-8706G,CPU,02/01/2018,14,65,188.4404446,1929.922279,3100,Intel,Intel,,,
Intel Core i7-4960HQ,CPU,09/01/2013,22,47,264,1400,2600,Intel,Intel,,,
AMD Mobile Athlon 64 3000+,CPU,08/01/2004,130,35,193,106,2000,Unknown,AMD,,,
Intel Pentium 4 1.5,CPU,11/20/2000,180,58,217,42,1500,Intel,Intel,,,
AMD Ryzen Embedded V1202B,CPU,2/21/2018,14,15,210,4950,2300,GF,AMD,,,
Intel Core i7-870S,CPU,7/19/2010,45,82,296,774,2666,Intel,Intel,,,
Intel Xeon X5560,CPU,3/30/2009,45,95,263,731,2800,Intel,Intel,,,
Intel Pentium 4 2.0,CPU,8/27/2001,180,72,217,42,2000,Intel,Intel,,,
AMD Turion X2 Ultra ZM-80,CPU,06/01/2008,65,32,188.4404446,1929.922279,2100,Unknown,AMD,,,
AMD Athlon 64 X2 4600+,CPU,5/23/2006,90,89,220,154,2400,Unknown,AMD,,,
Intel Core 2 Extreme X6800,CPU,7/27/2006,65,75,143,291,2933,Intel,Intel,,,
AMD Opteron X2 170,CPU,08/02/2005,90,110,188.4404446,233,2000,Unknown,AMD,,,
Intel Xeon 5040,CPU,5/23/2006,65,95,188.4404446,1929.922279,2830,Intel,Intel,,,
Intel Xeon Phi 7250,CPU,6/20/2016,14,215,188.4404446,8000,1400,Intel,Intel,,,
Intel Xeon Gold 6328HL,CPU,04/06/2021,14,165,188.4404446,1929.922279,2800,Intel,Intel,,,
Intel Celeron D 330,CPU,6/24/2004,90,84,109,125,2667,Intel,Intel,,,
Intel Core M-5Y10,CPU,09/05/2014,14,5,50,1929.922279,800,Intel,Intel,,,
AMD Ryzen 5 4600GE,CPU,7/21/2020,7,35,188.4404446,1929.922279,3300,TSMC,AMD,,,
Intel Core i7-1185G7,CPU,09/02/2020,10,28,188.4404446,1929.922279,3000,Intel,Intel,,,
Intel Core i9-7900X,CPU,6/26/2017,14,140,188.4404446,1929.922279,3300,Intel,Intel,,,
Intel Xeon 3.20,CPU,02/01/2004,130,97,237,286,3200,Intel,Intel,,,
Intel Celeron 2950M,CPU,09/01/2013,22,37,118,1400,2000,Intel,Intel,,,
Intel Core i9-10900,CPU,4/30/2020,14,65,188.4404446,1929.922279,2800,Intel,Intel,,,
Intel Core M-5Y71,CPU,10/27/2014,14,5,50,1929.922279,1200,Intel,Intel,,,
Intel Xeon W-3175X,CPU,12/19/2018,14,255,188.4404446,8000,3100,Intel,Intel,,,
AMD Turion X2 Ultra ZM-85,CPU,09/01/2008,65,35,188.4404446,1929.922279,2300,Unknown,AMD,,,
AMD Ryzen 3 2200G,CPU,02/12/2018,14,65,210,4950,3500,GF,AMD,,,
AMD Phenom II X4 945 (95W),CPU,7/22/2009,45,95,258,758,3000,Unknown,AMD,,,
AMD EPYC 7F52,CPU,4/14/2020,7,155,74,3800,3500,TSMC,AMD,,,
Intel Mobile Pentium 4 HT 518,CPU,06/01/2004,90,88,112,125,2800,Intel,Intel,,,
Intel Core i7-1065G7,CPU,08/01/2019,10,25,188.4404446,1929.922279,1300,Intel,Intel,,,
AMD Athlon 64 2850e,CPU,08/01/2008,65,22,77,122,1800,Unknown,AMD,,,
Intel Core i7-6700,CPU,07/01/2015,14,65,188.4404446,1929.922279,3400,Intel,Intel,,,
AMD Athlon 64 X2 4800+,CPU,12/05/2006,65,65,126,154,2500,Unknown,AMD,,,
Intel Xeon 5080,CPU,5/23/2006,65,130,188.4404446,1929.922279,3730,Intel,Intel,,,
Intel Celeron G465,CPU,09/01/2012,32,35,131,504,1900,Intel,Intel,,,
Intel Core i5-2405S,CPU,5/22/2011,32,65,216,1160,2500,Intel,Intel,,,
Intel Pentium III 1000S,CPU,06/01/2001,130,30,80,44,1000,Intel,Intel,,,
Intel Pentium B960,CPU,10/02/2011,32,35,131,504,2200,Intel,Intel,,,
AMD Opteron 240,CPU,5/18/2004,130,82,193,106,1400,Unknown,AMD,,,
AMD Athlon 64 X2 4200+ EE,CPU,5/23/2006,90,65,220,154,2200,Unknown,AMD,,,
AMD Phenom II X6 1075T,CPU,9/21/2010,45,125,346,904,3000,Unknown,AMD,,,
Intel Core 2 Quad Q6600 (95W),CPU,7/23/2007,65,95,143,582,2400,Intel,Intel,,,
Intel Pentium Dual-Core T4300,CPU,04/01/2009,45,35,107,410,2100,Intel,Intel,,,
Intel Core i5-7500,CPU,01/03/2017,14,65,188.4404446,1929.922279,3400,Intel,Intel,,,
Intel Celeron G1830,CPU,12/01/2013,22,54,177,1400,2800,Intel,Intel,,,
Intel Xeon 7130N,CPU,8/27/2006,65,150,435,1328,3166,Intel,Intel,,,
Intel Xeon Phi 3120A,CPU,6/17/2013,22,300,350,5000,1100,Intel,Intel,,,
Intel Core i3-4350,CPU,05/01/2014,22,54,177,1400,3600,Intel,Intel,,,
AMD A10-6700,CPU,06/01/2013,32,65,246,1178,3700,Unknown,AMD,,,
Intel Xeon MP 3.16,CPU,3/29/2005,90,135,188.4404446,286,3167,Intel,Intel,,,
Intel Core 2 Duo E7500,CPU,01/10/2009,45,65,82,228,2933,Intel,Intel,,,
AMD A10-6700T,CPU,9/16/2013,32,45,246,1178,2500,Unknown,AMD,,,
AMD Athlon XP 1800+,CPU,10/09/2001,180,66,150,37,1533,Unknown,AMD,,,
Intel Xeon E5-2440 v2,CPU,09/01/2013,22,95,160,1400,1900,Intel,Intel,,,
AMD A9-9410 SoC,CPU,5/31/2016,28,25,124,1200,2900,Unknown,AMD,,,
Intel Core i3-4130T,CPU,09/01/2013,22,35,177,1400,2900,Intel,Intel,,,
Intel Core i5-4250U,CPU,06/04/2013,22,15,118,1400,1300,Intel,Intel,,,
AMD Athlon II X2 240,CPU,7/23/2009,45,65,117,410,2800,Unknown,AMD,,,
AMD Opteron 140,CPU,5/18/2004,130,82,193,106,1400,Unknown,AMD,,,
Intel Xeon Gold 5318Y,CPU,04/06/2021,10,165,188.4404446,1929.922279,2100,Intel,Intel,,,
Intel Celeron G3950,CPU,01/03/2017,14,51,188.4404446,1929.922279,3000,Intel,Intel,,,
AMD A8-6500,CPU,06/01/2013,32,65,246,1178,3500,Unknown,AMD,,,
Intel Pentium M 745,CPU,05/10/2004,90,21,84,140,1800,Intel,Intel,,,
AMD Athlon 64 X2 4600+,CPU,5/23/2006,90,89,156,154,2400,Unknown,AMD,,,
AMD Opteron 4376 HE,CPU,12/04/2012,32,65,315,1200,2600,Unknown,AMD,,,
Intel Xeon E5-2640 v2,CPU,09/01/2013,22,95,160,1400,2000,Intel,Intel,,,
AMD Ryzen 3 1200,CPU,7/27/2017,14,65,192,4800,3100,GF,AMD,,,
AMD Phenom II X4 970 BE,CPU,10/01/2010,45,125,346,904,3500,Unknown,AMD,,,
Intel Celeron N2820,CPU,12/01/2013,22,7,188.4404446,1929.922279,2170,Intel,Intel,,,
Intel Pentium G4560T,CPU,01/03/2017,14,35,188.4404446,1929.922279,2900,Intel,Intel,,,
Intel Xeon X5660,CPU,3/16/2010,32,95,239,1170,2800,Intel,Intel,,,
AMD Opteron X2 165,CPU,08/02/2005,90,110,188.4404446,233,1800,Unknown,AMD,,,
Intel Core i3-3217UE,CPU,08/01/2012,22,17,118,1929.922279,1600,Intel,Intel,,,
AMD Sempron 2800+,CPU,08/01/2004,90,62,84,63,1600,Unknown,AMD,,,
AMD Phenom II X2 B53,CPU,10/01/2009,45,80,258,758,2800,Unknown,AMD,,,
AMD Athlon II X2 255,CPU,1/25/2010,45,65,117,410,3100,Unknown,AMD,,,
Intel Core i3-5005U,CPU,03/01/2015,14,15,188.4404446,1929.922279,2000,Intel,Intel,,,
Intel Pentium 4 HT 551,CPU,06/12/2005,90,115,109,125,3400,Intel,Intel,,,
Intel Core i7-3517UE,CPU,06/03/2012,22,17,118,1929.922279,1700,Intel,Intel,,,
Intel Xeon E5502,CPU,3/30/2009,45,80,263,731,1866,Intel,Intel,,,
Intel Celeron G555,CPU,09/01/2012,32,65,131,504,2700,Intel,Intel,,,
AMD Athlon 64 3300+,CPU,4/27/2004,130,89,144,105,2400,Unknown,AMD,,,
Intel Mobile Pentium 4 2.66,CPU,06/11/2003,130,66,131,55,2667,Intel,Intel,,,
Intel Core i9-11900T,CPU,3/16/2021,14,35,188.4404446,1929.922279,1500,Intel,Intel,,,
AMD Opteron 6276,CPU,11/14/2011,32,115,316,2400,2300,Unknown,AMD,,,
AMD Opteron 6278,CPU,05/01/2012,32,115,316,2400,2400,Unknown,AMD,,,
Intel Xeon E5-1620 v2,CPU,09/01/2013,22,130,160,1400,3700,Intel,Intel,,,
AMD Phenom X4 9750 (95W),CPU,3/27/2008,65,95,285,450,2400,Unknown,AMD,,,
AMD Mobile Athlon 64 2700+,CPU,08/01/2005,130,35,193,106,1600,Unknown,AMD,,,
AMD Phenom X3 8600,CPU,3/27/2008,65,95,285,450,2300,Unknown,AMD,,,
AMD FX-4320,CPU,10/23/2012,32,95,315,1200,4000,Unknown,AMD,,,
AMD Athlon 64 X2 5400+ BE,CPU,02/01/2008,65,65,126,154,2800,Unknown,AMD,,,
Intel Core i3-8109U,CPU,04/05/2018,14,28,123,1929.922279,3000,Intel,Intel,,,
Intel Celeron N2807,CPU,2/23/2014,22,4,188.4404446,1929.922279,1580,Intel,Intel,,,
Intel Core i5-660,CPU,01/07/2010,32,73,81,382,3333,Intel,Intel,,,
Intel Xeon Bronze 3106,CPU,07/11/2017,14,85,188.4404446,8000,2100,Intel,Intel,,,
Intel Celeron D 350,CPU,6/28/2005,90,84,109,125,3200,Intel,Intel,,,
AMD Opteron X2 175,CPU,08/02/2005,90,110,188.4404446,233,2200,Unknown,AMD,,,
Intel Pentium Gold G6405,CPU,3/16/2021,14,65,188.4404446,1929.922279,4100,Intel,Intel,,,
Intel Celeron 2.10,CPU,11/20/2002,130,73,146,55,2100,Intel,Intel,,,
Intel Core i5-11600KF,CPU,3/16/2021,14,125,188.4404446,1929.922279,3900,Intel,Intel,,,
Intel Xeon Platinum 9222,CPU,04/02/2019,14,250,188.4404446,8000,2300,Intel,Intel,,,
Intel Core i5-2390T,CPU,2/20/2011,32,35,131,504,2700,Intel,Intel,,,
AMD A6-5400B,CPU,10/02/2012,32,65,246,1178,3600,Unknown,AMD,,,
Intel Core i7-4790K,CPU,05/01/2014,22,88,177,1400,4000,Intel,Intel,,,
Intel Pentium 4 519,CPU,12/01/2004,90,84,109,125,3060,Intel,Intel,,,
Intel Pentium III 1000,CPU,07/01/2001,130,30,80,44,1000,Intel,Intel,,,
AMD Ryzen 7 5800HS,CPU,01/12/2021,7,35,156,9800,2800,TSMC,AMD,,,
AMD Ryzen Threadripper 3970X,CPU,11/25/2019,7,280,74,3800,3700,TSMC,AMD,,,
Intel Pentium 4 HT 524,CPU,01/01/2001,90,84,109,125,3060,Intel,Intel,,,
AMD Athlon X2 4450e,CPU,4/21/2008,65,45,126,154,2300,Unknown,AMD,,,
Intel Core 2 Extreme QX9650,CPU,11/30/2007,45,130,107,820,3000,Intel,Intel,,,
Intel Atom D2700,CPU,11/01/2011,32,10,66,176,2133,Intel,Intel,,,
Intel Xeon Platinum 8353H,CPU,04/06/2021,14,150,188.4404446,1929.922279,2500,Intel,Intel,,,
AMD Ryzen 5 1600,CPU,04/11/2017,14,65,192,4800,3200,GF,AMD,,,
AMD Athlon XP 1600+,CPU,10/09/2001,180,63,150,37,1400,Unknown,AMD,,,
AMD Ryzen Threadripper 3990X,CPU,02/07/2020,7,280,74,3800,2900,TSMC,AMD,,,
Intel Xeon Phi 5120D,CPU,6/17/2013,22,245,350,5000,1053,Intel,Intel,,,
Intel Atom S1240,CPU,12/11/2012,32,6,188.4404446,1929.922279,1600,Intel,Intel,,,
AMD Athlon 64 3200+,CPU,4/14/2005,130,62,188.4404446,105,2000,Unknown,AMD,,,
Intel Pentium D 950,CPU,1/16/2006,65,130,140,376,3400,Intel,Intel,,,
AMD Athlon II X4 651,CPU,11/14/2011,32,100,228,1178,3000,Unknown,AMD,,,
Intel Pentium 4 1.6,CPU,07/02/2001,180,61,217,42,1600,Intel,Intel,,,
Intel Core i5-6600,CPU,07/02/2015,14,65,177,1929.922279,3300,Intel,Intel,,,
Intel Xeon E7-4830 v3,CPU,06/01/2015,22,115,160,1400,2100,Intel,Intel,,,
AMD EPYC 7642,CPU,08/07/2019,7,225,74,3800,2400,TSMC,AMD,,,
AMD Phenom II X4 940 BE,CPU,01/08/2009,45,125,258,758,3000,Unknown,AMD,,,
Intel Xeon E5-2407 v2,CPU,09/01/2013,22,80,160,1400,2400,Intel,Intel,,,
Intel Core i5-10600KF,CPU,4/30/2020,14,95,188.4404446,1929.922279,4100,Intel,Intel,,,
AMD Athlon 64 4000+,CPU,10/19/2004,90,89,115,105,2400,Unknown,AMD,,,
Intel Core i5-2467M,CPU,06/01/2011,32,17,149,624,1600,Intel,Intel,,,
Intel Core 2 Extreme QX6800,CPU,04/09/2007,65,130,143,582,2933,Intel,Intel,,,
Intel Core i9-9900,CPU,4/23/2019,14,65,180,1929.922279,3100,Intel,Intel,,,
AMD Ryzen 7 3700X,CPU,07/07/2019,7,65,74,3800,3600,TSMC,AMD,,,
Intel Core i7-5960X,CPU,09/01/2014,22,140,356,2600,3000,Intel,Intel,,,
Intel Celeron G540,CPU,09/04/2011,32,65,131,504,2500,Intel,Intel,,,
